Date,Open,High,Low,Close,Adj Close,Volume,company_name
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,26.921550750732422,115127600,Apple
2017-01-04,28.962499618530273,29.127500534057617,28.9375,29.0049991607666,26.891416549682617,84472400,Apple
2017-01-05,28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,27.028169631958008,88774400,Apple
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.329484939575195,127007600,Apple
2017-01-09,29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,27.579811096191406,134247600,Apple
2017-01-10,29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,27.607620239257812,97848400,Apple
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530273,29.9375,27.75596809387207,110354400,Apple
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125,27.640071868896484,108344800,Apple
2017-01-13,29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,27.59139633178711,104447600,Apple
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0,27.81391143798828,137759200,Apple
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383,27.81159019470215,94852000,Apple
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,27.762914657592773,102389200,Apple
2017-01-20,30.112499237060547,30.112499237060547,29.9325008392334,30.0,27.81391143798828,130391600,Apple
2017-01-23,30.0,30.202499389648438,29.9424991607666,30.020000457763672,27.83245277404785,88200800,Apple
2017-01-24,29.887500762939453,30.024999618530273,29.875,29.99250030517578,27.80695343017578,92844000,Apple
2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.249658584594727,129510400,Apple
2017-01-26,30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.263568878173828,105350400,Apple
2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.26588249206543,82251600,Apple
2017-01-30,30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.191713333129883,121510000,Apple
2017-01-31,30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.126813888549805,196804000,Apple
2017-02-01,31.75749969482422,32.622501373291016,31.752500534057617,32.1875,29.842002868652344,447940000,Apple
2017-02-02,31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,29.791015625,134841600,Apple
2017-02-03,32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,29.91849708557129,98029200,Apple
2017-02-06,32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.19895362854004,107383600,Apple
2017-02-07,32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.486358642578125,152735200,Apple
2017-02-08,32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,30.604572296142578,92016400,Apple
2017-02-09,32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,30.825721740722656,113399600,Apple
2017-02-10,33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,30.755889892578125,80262000,Apple
2017-02-13,33.27000045776367,33.45500183105469,33.1875,33.3224983215332,31.028244018554688,92141600,Apple
2017-02-14,33.36750030517578,33.772499084472656,33.3125,33.755001068115234,31.43096160888672,132904800,Apple
2017-02-15,33.880001068115234,34.067501068115234,33.654998779296875,33.877498626708984,31.545026779174805,142492400,Apple
2017-02-16,33.91749954223633,33.974998474121094,33.709999084472656,33.837501525878906,31.507789611816406,90338400,Apple
2017-02-17,33.775001525878906,33.95750045776367,33.775001525878906,33.93000030517578,31.593915939331055,88792800,Apple
2017-02-21,34.057498931884766,34.1875,33.994998931884766,34.17499923706055,31.822057723999023,98028800,Apple
2017-02-22,34.10749816894531,34.279998779296875,34.02750015258789,34.27750015258789,31.91748809814453,83347600,Apple
2017-02-23,34.345001220703125,34.369998931884766,34.07500076293945,34.13249969482422,31.78247833251953,83152800,Apple
2017-02-24,33.977500915527344,34.165000915527344,33.81999969482422,34.165000915527344,31.812747955322266,87106400,Apple
2017-02-27,34.28499984741211,34.36000061035156,34.06999969482422,34.23249816894531,31.875587463378906,81029600,Apple
2017-02-28,34.27000045776367,34.36000061035156,34.17499923706055,34.247501373291016,31.889558792114258,93931600,Apple
2017-03-01,34.47249984741211,35.037498474121094,34.400001525878906,34.9474983215332,32.54136657714844,145658400,Apple
2017-03-02,35.0,35.06999969482422,34.689998626708984,34.7400016784668,32.348148345947266,104844000,Apple
2017-03-03,34.69499969482422,34.95750045776367,34.647499084472656,34.94499969482422,32.53902816772461,84432400,Apple
2017-03-06,34.842498779296875,34.942501068115234,34.650001525878906,34.834999084472656,32.436607360839844,87000000,Apple
2017-03-07,34.76499938964844,34.994998931884766,34.6974983215332,34.880001068115234,32.47850799560547,69785200,Apple
2017-03-08,34.73749923706055,34.95000076293945,34.70500183105469,34.75,32.35747146606445,74828800,Apple
2017-03-09,34.685001373291016,34.6974983215332,34.26250076293945,34.66999816894531,32.28296661376953,88623600,Apple
2017-03-10,34.8125,34.84000015258789,34.65999984741211,34.78499984741211,32.390052795410156,78451200,Apple
2017-03-13,34.712501525878906,34.85749816894531,34.70500183105469,34.79999923706055,32.404022216796875,69686800,Apple
2017-03-14,34.82500076293945,34.912498474121094,34.709999084472656,34.747501373291016,32.35512924194336,61236400,Apple
2017-03-15,34.852500915527344,35.1875,34.75749969482422,35.1150016784668,32.69733428955078,102767200,Apple
2017-03-16,35.18000030517578,35.255001068115234,35.064998626708984,35.17250061035156,32.7508659362793,76928000,Apple
2017-03-17,35.25,35.25,34.97249984741211,34.997501373291016,32.58791732788086,175540000,Apple
2017-03-20,35.099998474121094,35.375,35.057498931884766,35.3650016784668,32.93013000488281,86168000,Apple
2017-03-21,35.52750015258789,35.70000076293945,34.932498931884766,34.959999084472656,32.55300521850586,158119600,Apple
2017-03-22,34.962501525878906,35.400001525878906,34.939998626708984,35.35499954223633,32.920806884765625,103440800,Apple
2017-03-23,35.314998626708984,35.39500045776367,35.15250015258789,35.22999954223633,32.804412841796875,81385200,Apple
2017-03-24,35.375,35.435001373291016,35.087501525878906,35.15999984741211,32.739234924316406,89582400,Apple
2017-03-27,34.84749984741211,35.30500030517578,34.654998779296875,35.220001220703125,32.79511260986328,94300400,Apple
2017-03-28,35.227500915527344,36.0099983215332,35.154998779296875,35.95000076293945,33.474849700927734,133499200,Apple
2017-03-29,35.91999816894531,36.122501373291016,35.79750061035156,36.029998779296875,33.5493278503418,116760000,Apple
2017-03-30,36.04750061035156,36.125,35.875,35.98249816894531,33.50510025024414,84829200,Apple
2017-03-31,35.93000030517578,36.067501068115234,35.752498626708984,35.915000915527344,33.4422607421875,78646800,Apple
2017-04-03,35.9275016784668,36.029998779296875,35.76250076293945,35.92499923706055,33.45157241821289,79942800,Apple
2017-04-04,35.8125,36.22249984741211,35.79249954223633,36.192501068115234,33.70063018798828,79565600,Apple
2017-04-05,36.05500030517578,36.3650016784668,35.95249938964844,36.005001068115234,33.52605438232422,110871600,Apple
2017-04-06,36.0724983215332,36.130001068115234,35.86249923706055,35.915000915527344,33.4422607421875,84596000,Apple
2017-04-07,35.932498931884766,36.04499816894531,35.817501068115234,35.834999084472656,33.36775207519531,66688800,Apple
2017-04-10,35.900001525878906,35.970001220703125,35.724998474121094,35.79249954223633,33.328182220458984,75733600,Apple
2017-04-11,35.73500061035156,35.837501525878906,35.01499938964844,35.407501220703125,32.969696044921875,121517600,Apple
2017-04-12,35.400001525878906,35.537498474121094,35.252498626708984,35.45000076293945,33.0092658996582,81400000,Apple
2017-04-13,35.477500915527344,35.595001220703125,35.26250076293945,35.26250076293945,32.83467483520508,71291600,Apple
2017-04-17,35.369998931884766,35.470001220703125,35.217498779296875,35.45750045776367,33.0162467956543,66328400,Apple
2017-04-18,35.352500915527344,35.5099983215332,35.27750015258789,35.29999923706055,32.869598388671875,58790000,Apple
2017-04-19,35.470001220703125,35.5,35.11249923706055,35.16999816894531,32.748538970947266,69313600,Apple
2017-04-20,35.30500030517578,35.72999954223633,35.290000915527344,35.61000061035156,33.15824890136719,93278400,Apple
2017-04-21,35.61000061035156,35.66999816894531,35.462501525878906,35.567501068115234,33.118690490722656,69283600,Apple
2017-04-24,35.875,35.98749923706055,35.79499816894531,35.90999984741211,33.437591552734375,68537200,Apple
2017-04-25,35.977500915527344,36.224998474121094,35.967498779296875,36.13249969482422,33.644779205322266,75486000,Apple
